Beclomethasonedipropionate,Aceclofenac,1
Bendroflumethiazide,Aceclofenac,4
Betamethasone,Aceclofenac,1
Betaxolol,Aceclofenac,9
Celecoxib,Aceclofenac,1
Cholecalciferol,Aceclofenac,0
Clotrimazole,Aceclofenac,0
Cyclosporine,Aceclofenac,31
Desmopressin,Aceclofenac,1
Dicoumarol,Aceclofenac,11
Digoxin,Aceclofenac,2
Enoxacin,Aceclofenac,34
Epirubicin,Aceclofenac,19
Floxuridine,Aceclofenac,0
Flunisolide,Aceclofenac,1
Fluorometholone,Aceclofenac,1
Fluvoxamine,Aceclofenac,0
Folicacid,Aceclofenac,4
Indomethacin,Aceclofenac,1
Lovastatin,Aceclofenac,0
Masoprocol,Aceclofenac,1
Metoprolol,Aceclofenac,9
Nabumetone,Aceclofenac,1
Alclometasone,Acemetacin,1
Amlodipine,Acemetacin,4
Argatroban,Acemetacin,40
Beclomethasonedipropionate,Acemetacin,1
Bendroflumethiazide,Acemetacin,4
Betamethasone,Acemetacin,1
Betaxolol,Acemetacin,4
Brimonidine,Acemetacin,4
Carbachol,Acemetacin,4
Celecoxib,Acemetacin,1
Choline,Acemetacin,4
Desmopressin,Acemetacin,1
Dicoumarol,Acemetacin,40
Digoxin,Acemetacin,2
Diltiazem,Acemetacin,4
Enoxacin,Acemetacin,34
Epirubicin,Acemetacin,19
Flunisolide,Acemetacin,1
Fluorometholone,Acemetacin,1
Folicacid,Acemetacin,4
Indomethacin,Acemetacin,1
Isradipine,Acemetacin,4
Masoprocol,Acemetacin,1
Metoprolol,Acemetacin,4
Midodrine,Acemetacin,4
Nabumetone,Acemetacin,1
Acetaminophen,Acenocoumarol,11
Acetohexamide,Acenocoumarol,11
Allopurinol,Acenocoumarol,11
Aminosalicylicacid,Acenocoumarol,11
Amitriptyline,Acenocoumarol,11
Anagrelide,Acenocoumarol,11
Argatroban,Acenocoumarol,11
Atomoxetine,Acenocoumarol,0
Azithromycin,Acenocoumarol,0
Bortezomib,Acenocoumarol,0
Caffeine,Acenocoumarol,0
Carbimazole,Acenocoumarol,35
Celecoxib,Acenocoumarol,11
Chloramphenicol,Acenocoumarol,11
Cholecalciferol,Acenocoumarol,0
Citalopram,Acenocoumarol,0
Clemastine,Acenocoumarol,0
Clotrimazole,Acenocoumarol,0
Cyclosporine,Acenocoumarol,0
Dicoumarol,Acenocoumarol,11
Diethylstilbestrol,Acenocoumarol,35
Dihydroergotamine,Acenocoumarol,0
Diltiazem,Acenocoumarol,0
Doxycycline,Acenocoumarol,0
Duloxetine,Acenocoumarol,11
Enoxacin,Acenocoumarol,11
Erythromycin,Acenocoumarol,2
Etonogestrel,Acenocoumarol,35
Floxuridine,Acenocoumarol,0
Fluoxetine,Acenocoumarol,0
Fluvoxamine,Acenocoumarol,0
Gefitinib,Acenocoumarol,11
Glimepiride,Acenocoumarol,11
Griseofulvin,Acenocoumarol,3
Imipramine,Acenocoumarol,11
Indomethacin,Acenocoumarol,11
Isradipine,Acenocoumarol,0
Lansoprazole,Acenocoumarol,2
Levonorgestrel,Acenocoumarol,35
Levothyroxine,Acenocoumarol,11
Lidocaine,Acenocoumarol,0
Lovastatin,Acenocoumarol,0
Masoprocol,Acenocoumarol,11
Methylphenidate,Acenocoumarol,2
Mexiletine,Acenocoumarol,0
Mirtazapine,Acenocoumarol,11
Nabumetone,Acenocoumarol,11
Amiodarone,Acetaminophen,0
Amobarbital,Acetaminophen,8
Apalutamide,Acetaminophen,3
Aprepitant,Acetaminophen,2
Aripiprazole,Acetaminophen,3
Atorvastatin,Acetaminophen,1
Bosentan,Acetaminophen,3
Bosutinib,Acetaminophen,2
Bromocriptine,Acetaminophen,1
Bupropion,Acetaminophen,0
Capecitabine,Acetaminophen,0
Carbamazepine,Acetaminophen,8
Ceritinib,Acetaminophen,2
Chloroquine,Acetaminophen,0
Cimetidine,Acetaminophen,0
Cinacalcet,Acetaminophen,0
Clarithromycin,Acetaminophen,0
Clomipramine,Acetaminophen,0
Cocaine,Acetaminophen,0
Colchicine,Acetaminophen,2
Conivaptan,Acetaminophen,2
Crisaborole,Acetaminophen,0
Crizotinib,Acetaminophen,0
Cyproteroneacetate,Acetaminophen,3
Dabigatranetexilate,Acetaminophen,12
Acetaminophen,Dabrafenib,3
Acetaminophen,Darifenacin,0
Acetaminophen,Dasatinib,51
Acetaminophen,Desipramine,0
Acetaminophen,Diphenhydramine,0
Acetaminophen,Dosulepin,0
Acetaminophen,Doxorubicin,2
Acetaminophen,Dronedarone,0
Acetaminophen,Eliglustat,0
Acetaminophen,Enzalutamide,3
Acetaminophen,Ergonovine,1
Acetaminophen,Ergotamine,1
Acetaminophen,Ethanol,51
Acetaminophen,Everolimus,2
Acetaminophen,Felodipine,0
Acetaminophen,Fluorouracil,0
Acetaminophen,Fluvastatin,2
Acetaminophen,Fosphenytoin,3
Acetaminophen,Gemfibrozil,0
Acetaminophen,Haloperidol,0
Acetaminophen,Hexobarbital,8
Acetaminophen,Ibrutinib,2
Acetaminophen,Imatinib,51
Acetaminophen,Irbesartan,0
Acetaminophen,Isavuconazole,2
Acetaminophen,Isoniazid,1
Acetaminophen,Itraconazole,0
Acetaminophen,Ivacaftor,2
Acetaminophen,Ketoconazole,0
Acetaminophen,Lapatinib,0
Acetaminophen,Leflunomide,0
Acetaminophen,Lisuride,1
Acetaminophen,Lobeglitazone,0
Acetaminophen,Lorcaserin,0
Acetaminophen,Lorpiprazole,2
Acetaminophen,Losartan,0
Acetaminophen,Lumacaftor,2
Acetaminophen,Methotrimeprazine,0
Acetaminophen,Methylphenobarbital,8
Acetaminophen,Metyrapone,2
Acetaminophen,Midostaurin,0
Acetaminophen,Mifepristone,2
Acetaminophen,Mirabegron,0
Acetaminophen,Mitotane,3
Acetaminophen,Naloxegol,2
Acetaminophen,Nefazodone,0
Acetaminophen,Netupitant,2
Acetaminophen,Nicardipine,0
Acetazolamide,Aminosalicylicacid,1
Acetazolamide,Amphetamine,19
Acetazolamide,Cabergoline,1
Acetazolamide,Cerivastatin,2
Acetazolamide,Codeine,1
Acetazolamide,Cyclosporine,2
Acetazolamide,Dihydroergotamine,1
Acetazolamide,Hydromorphone,1
Acetazolamide,Lovastatin,2
Acetazolamide,Mefloquine,4
Acetazolamide,Methadone,1
Acetazolamide,Methylergometrine,1
Acetazolamide,Morphine,1
Acetohexamide,Alogliptin,10
Acetohexamide,Alprenolol,10
Acetohexamide,Aripiprazole,4
Acetohexamide,Arsenictrioxide,4
Acetohexamide,Asenapine,4
Acetohexamide,Atorvastatin,10
Acetohexamide,Bezafibrate,10
Acetohexamide,Bisoprolol,10
Acetohexamide,Brexpiprazole,4
Acetohexamide,Bumetanide,4
Acetohexamide,Canagliflozin,10
Acetohexamide,Carteolol,10
Acetohexamide,Carvedilol,10
Acetohexamide,Celiprolol,10
Acetohexamide,Ceritinib,4
Acetohexamide,Chlorpropamide,10
Acetohexamide,Cimetidine,2
Acetohexamide,Clofibrate,10
Acetohexamide,Cortisoneacetate,4
Acetohexamide,Cyproteroneacetate,4
Acetohexamide,Dabrafenib,4
Acetohexamide,Danazol,4
Acetohexamide,Dexamethasone,4
Acetohexamide,Diazoxide,4
Acetohexamide,Dienogest,4
Acetohexamide,Drospirenone,4
Acetohexamide,Epinephrine,4
Acetohexamide,Ertugliflozin,10
Acetohexamide,Estradiol,4
Acetohexamide,Estronesulfate,4
Acetohexamide,Etacrynicacid,4
Acetohexamide,Ethanol,1
Acetohexamide,Ethinylestradiol,4
Acetohexamide,Everolimus,4
Acetohexamide,Fenofibrate,10
Acetohexamide,Furosemide,4
Acetohexamide,Gemfibrozil,10
Acetohexamide,Gliclazide,10
Acetohexamide,Glipizide,10
Acetohexamide,Glyburide,10
Acetohexamide,Hydrocortisone,4
Acetohexamide,Hydroxyprogesteronecaproate,4
Acetohexamide,Iloperidone,4
Acetohexamide,Indapamide,4
Acetohexamide,Labetalol,10
Acetohexamide,Linagliptin,10
Acetohexamide,Lurasidone,4
Acetohexamide,Medroxyprogesteroneacetate,4
Acetohexamide,Mestranol,4
Acetohexamide,Methotrimeprazine,4
Acetohexamide,Methylprednisolone,4
Acetohexamide,Miconazole,10
Acetohexamide,Mifepristone,10
Acetohexamide,Nateglinide,10
Acetohexamide,Nebivolol,10
Acetohexamide,Niacin,4
Acetylcholine,Atomoxetine,0
Acetylcholine,Betaxolol,0
Acetylcholine,Celecoxib,0
Acetylcholine,Chlorpromazine,0
Acetylcholine,Cholecalciferol,0
Acetylcholine,Citalopram,0
Acetylcholine,Clemastine,0
Acetylcholine,Clotrimazole,0
Acetylcholine,Clozapine,0
Acetylcholine,Duloxetine,0
Acetylcholine,Fluoxetine,0
Acetylcholine,Fluvoxamine,0
Acetylcholine,Imipramine,0
Acetylcholine,Mefloquine,1
Acetylcholine,Methadone,0
Acetylcholine,Metoprolol,0
Acetylsalicylicacid,Alclometasone,1
Acetylsalicylicacid,Aminosalicylicacid,1
Acetylsalicylicacid,Anagrelide,1
Acetylsalicylicacid,Argatroban,1
Acetylsalicylicacid,Beclomethasonedipropionate,1
Acetylsalicylicacid,Bendroflumethiazide,4
Acetylsalicylicacid,Betamethasone,1
Acetylsalicylicacid,Betaxolol,9
Acetylsalicylicacid,Carisoprodol,12
Celecoxib,Acetylsalicylicacid,1
Cholecalciferol,Acetylsalicylicacid,0
Citalopram,Acetylsalicylicacid,37
Clotrimazole,Acetylsalicylicacid,0
Cyclosporine,Acetylsalicylicacid,31
Desmopressin,Acetylsalicylicacid,1
Dicoumarol,Acetylsalicylicacid,11
Digoxin,Acetylsalicylicacid,2
Diltiazem,Acetylsalicylicacid,11
Disopyramide,Acetylsalicylicacid,10
Duloxetine,Acetylsalicylicacid,37
Enoxacin,Acetylsalicylicacid,34
Epirubicin,Acetylsalicylicacid,19
Floxuridine,Acetylsalicylicacid,0
Flunisolide,Acetylsalicylicacid,1
Fluorometholone,Acetylsalicylicacid,1
Fluoxetine,Acetylsalicylicacid,37
Fluvoxamine,Acetylsalicylicacid,37
Folicacid,Acetylsalicylicacid,4
Glimepiride,Acetylsalicylicacid,10
Indomethacin,Acetylsalicylicacid,1
Lovastatin,Acetylsalicylicacid,0
Masoprocol,Acetylsalicylicacid,1
Metoprolol,Acetylsalicylicacid,9
Nabumetone,Acetylsalicylicacid,1
Dienogest,Acitretin,4
Drospirenone,Acitretin,4
Estradiol,Acitretin,4
Estramustine,Acitretin,4
Estronesulfate,Acitretin,4
Ethinylestradiol,Acitretin,4
Gestodene,Acitretin,4
Medroxyprogesteroneacetate,Acitretin,4
Mestranol,Acitretin,4
Methotrexate,Acitretin,51
Bendroflumethiazide,Aclidinium,2
Benzatropine,Aclidinium,45
Codeine,Aclidinium,1
Dronabinol,Aclidinium,22
Ethopropazine,Aclidinium,45
Hydromorphone,Aclidinium,1
Ipratropiumbromide,Aclidinium,45
Mefloquine,Aclidinium,4
Methadone,Aclidinium,1
Morphine,Aclidinium,1
Nabilone,Aclidinium,22
Caffeine,Adenosine,4
Digoxin,Adenosine,1
Atomoxetine,Adinazolam,0
Bortezomib,Adinazolam,0
Chloramphenicol,Adinazolam,0
Cholecalciferol,Adinazolam,0
Citalopram,Adinazolam,0
Clemastine,Adinazolam,0
Clotrimazole,Adinazolam,0
Cyclosporine,Adinazolam,0
Dihydroergotamine,Adinazolam,0
Diltiazem,Adinazolam,0
Doxycycline,Adinazolam,0
Erythromycin,Adinazolam,0
Fluoxetine,Adinazolam,0
Fluvoxamine,Adinazolam,0
Isradipine,Adinazolam,0
Lovastatin,Adinazolam,0
Amitriptyline,Agomelatine,1
Azithromycin,Agomelatine,2
Bortezomib,Agomelatine,2
Brimonidine,Agomelatine,5
Bupivacaine,Agomelatine,1
Caffeine,Agomelatine,2
Carisoprodol,Agomelatine,1
Chlorpromazine,Agomelatine,1
Chlorzoxazone,Agomelatine,1
Citalopram,Agomelatine,2
Clemastine,Agomelatine,1
Clotrimazole,Agomelatine,2
Clozapine,Agomelatine,1
Codeine,Agomelatine,1
Cyproheptadine,Agomelatine,1
Doxylamine,Agomelatine,5
Dronabinol,Agomelatine,5
Duloxetine,Agomelatine,1
Enflurane,Agomelatine,1
Eszopiclone,Agomelatine,1
Etomidate,Agomelatine,1
Fluoxetine,Agomelatine,1
Fluvoxamine,Agomelatine,2
Hydromorphone,Agomelatine,1
Imipramine,Agomelatine,1
Lidocaine,Agomelatine,2
Loratadine,Agomelatine,1
Lorazepam,Agomelatine,1
Meprobamate,Agomelatine,1
Methadone,Agomelatine,1
Mexiletine,Agomelatine,2
Mirtazapine,Agomelatine,5
Morphine,Agomelatine,1
Nabilone,Agomelatine,5
Atomoxetine,Ajmaline,0
Betaxolol,Ajmaline,0
Celecoxib,Ajmaline,0
Chlorpromazine,Ajmaline,0
Cholecalciferol,Ajmaline,0
Citalopram,Ajmaline,0
Clemastine,Ajmaline,0
Clotrimazole,Ajmaline,0
Clozapine,Ajmaline,0
Duloxetine,Ajmaline,0
Ajmaline,Fluoxetine,0
Ajmaline,Fluvoxamine,0
Ajmaline,Imipramine,0
Ajmaline,Methadone,0
Ajmaline,Metoprolol,2
Albendazole,Atomoxetine,0
Albendazole,Azithromycin,0
Albendazole,Bortezomib,0
Albendazole,Caffeine,0
Citalopram,Albendazole,0
Clemastine,Albendazole,0
Clotrimazole,Albendazole,0
Cyclosporine,Albendazole,0
Albendazole,Digoxin,18
Albendazole,Dihydroergotamine,0
Albendazole,Diltiazem,0
Albendazole,Doxycycline,0
Albendazole,Erythromycin,0
Albendazole,Fluvoxamine,0
Albendazole,Isradipine,0
Albendazole,Lidocaine,0
Albendazole,Lovastatin,0
Albendazole,Mexiletine,0
Alclometasone,Ambenonium,1
Alclometasone,Amiodarone,0
Alclometasone,Antipyrine,1
Alclometasone,Apalutamide,3
Alclometasone,Apremilast,1
Alclometasone,Aprepitant,2
Alclometasone,Aripiprazole,3
Alclometasone,Azelastine,1
Alclometasone,Balsalazide,1
Alclometasone,Bosentan,3
Alclometasone,Bromfenac,1
Alclometasone,Bumetanide,16
Alclometasone,Carbamazepine,8
Alclometasone,Ceritinib,2
Alclometasone,Chloroquine,1
Alclometasone,Clarithromycin,0
Alclometasone,Conivaptan,2
Alclometasone,Crizotinib,0
Alclometasone,Dabrafenib,3
Alclometasone,Danazol,36
Alclometasone,Dasatinib,2
Alclometasone,Decamethonium,1
Alclometasone,Diclofenac,1
Alclometasone,Diflunisal,1
Alclometasone,Donepezil,1
Alclometasone,Dronedarone,0
Alclometasone,Enzalutamide,3
Alclometasone,Estradiol,2
Alclometasone,Estradiolacetate,2
Alclometasone,Estradiolcypionate,2
Alclometasone,Estradiolvalerate,2
Alclometasone,Estrone,2
Alclometasone,Etacrynicacid,16
Alclometasone,Ethinylestradiol,2
Alclometasone,Etodolac,1
Alclometasone,Etoricoxib,1
Alclometasone,Flurbiprofen,1
Alclometasone,Fosphenytoin,8
Alclometasone,Furosemide,16
Alclometasone,Galantamine,1
Alclometasone,Ibuprofen,1
Alclometasone,Imatinib,0
Alclometasone,Indacaterol,16
Alclometasone,Indapamide,16
Alclometasone,Isavuconazole,2
Alclometasone,Isoflurophate,1
Alclometasone,Isoniazid,3
Alclometasone,Itraconazole,0
Alclometasone,Ivacaftor,2
Alclometasone,Ketoconazole,0
Alclometasone,Ketoprofen,1
Alclometasone,Leflunomide,1
Alclometasone,Levofloxacin,1
Alclometasone,Lornoxicam,1
Alclometasone,Lorpiprazole,2
Alclometasone,Loxoprofen,1
Alclometasone,Lumacaftor,8
Alclometasone,Lumiracoxib,1
Alclometasone,Malathion,1
Alclometasone,Mefenamicacid,1
Alclometasone,Meloxicam,1
Alclometasone,Memantine,1
Alclometasone,Mestranol,2
Alclometasone,Metamizole,1
Alclometasone,Methyltestosterone,36
Alclometasone,Metoclopramide,1
Alclometasone,Mifepristone,4
Alclometasone,Minaprine,1
Alclometasone,Mitotane,3
Alclometasone,Mycophenolatemofetil,1
Alclometasone,Mycophenolicacid,1
Alclometasone,Nandrolonedecanoate,36
Alclometasone,Naproxen,1
Alclometasone,Nefazodone,0
Alclometasone,Neostigmine,1
Alclometasone,Netupitant,2
Alfentanil,Amitriptyline,1
Alfentanil,Amphetamine,1
Alfentanil,Atomoxetine,0
Alfentanil,Bendroflumethiazide,1
Alfentanil,Benzatropine,1
Alfentanil,Betaxolol,13
Alfentanil,Bortezomib,0
Alfentanil,Brimonidine,5
Alfentanil,Bupivacaine,1
Alfentanil,Carisoprodol,1
Alfentanil,Chlorpromazine,1
Alfentanil,Chlorzoxazone,1
Alfentanil,Citalopram,14
Alfentanil,Clemastine,0
Alfentanil,Clotrimazole,0
Alfentanil,Clozapine,1
Alfentanil,Codeine,1
Alfentanil,Cyclosporine,0
Alfentanil,Cyproheptadine,1
Desmopressin,Alfentanil,1
Dihydroergotamine,Alfentanil,0
Diltiazem,Alfentanil,2
Doxycycline,Alfentanil,0
Doxylamine,Alfentanil,5
Dronabinol,Alfentanil,5
Duloxetine,Alfentanil,14
Enflurane,Alfentanil,1
Erythromycin,Alfentanil,2
Eszopiclone,Alfentanil,1
Ethopropazine,Alfentanil,1
Etomidate,Alfentanil,1
Fluoxetine,Alfentanil,14
Fluvoxamine,Alfentanil,0
Hydromorphone,Alfentanil,1
Imipramine,Alfentanil,1
Ipratropiumbromide,Alfentanil,1
Isradipine,Alfentanil,0
Lidocaine,Alfentanil,1
Loratadine,Alfentanil,1
Lorazepam,Alfentanil,1
Lovastatin,Alfentanil,0
Meprobamate,Alfentanil,1
Methadone,Alfentanil,1
Metoprolol,Alfentanil,13
Mirtazapine,Alfentanil,5
Morphine,Alfentanil,1
Nabilone,Alfentanil,5
Aliskiren,Alfuzosin,7
Alogliptin,Alfuzosin,2
Alprenolol,Alfuzosin,7
Ambrisentan,Alfuzosin,7
Amiodarone,Alfuzosin,2
Apalutamide,Alfuzosin,3
Apixaban,Alfuzosin,2
Aprepitant,Alfuzosin,2
Aranidipine,Alfuzosin,28
Arformoterol,Alfuzosin,42
Arsenictrioxide,Alfuzosin,6
Asenapine,Alfuzosin,6
Avanafil,Alfuzosin,7
Azelnidipine,Alfuzosin,28
Benazepril,Alfuzosin,2
Benidipine,Alfuzosin,28
Bepridil,Alfuzosin,7
Bisoprolol,Alfuzosin,7
Bivalirudin,Alfuzosin,2
Bosentan,Alfuzosin,3
Candesartancilexetil,Alfuzosin,7
Captopril,Alfuzosin,2
Carbamazepine,Alfuzosin,8
Carteolol,Alfuzosin,7
Carvedilol,Alfuzosin,7
Celiprolol,Alfuzosin,7
Ceritinib,Alfuzosin,2
Chloroquine,Alfuzosin,6
Cilnidipine,Alfuzosin,28
Cinnarizine,Alfuzosin,28
Ciprofloxacin,Alfuzosin,6
Cisapride,Alfuzosin,6
Clarithromycin,Alfuzosin,2
Clenbuterol,Alfuzosin,42
Clevidipine,Alfuzosin,28
Clonidine,Alfuzosin,7
Conivaptan,Alfuzosin,2
Crizotinib,Alfuzosin,0
Dabigatranetexilate,Alfuzosin,2
Dabrafenib,Alfuzosin,3
Dasatinib,Alfuzosin,2
Debrisoquin,Alfuzosin,7
Dexmedetomidine,Alfuzosin,42
Diazoxide,Alfuzosin,7
Dobutamine,Alfuzosin,42
Dolasetron,Alfuzosin,6
Domperidone,Alfuzosin,6
Dorzolamide,Alfuzosin,7
Doxazosin,Alfuzosin,7
Dronedarone,Alfuzosin,6
Droxidopa,Alfuzosin,42
Efonidipine,Alfuzosin,7
Eliglustat,Alfuzosin,6
Enalapril,Alfuzosin,2
Enzalutamide,Alfuzosin,3
Ephedrine,Alfuzosin,42
Epinastine,Alfuzosin,42
Epinephrine,Alfuzosin,42
Epoprostenol,Alfuzosin,7
Eprosartan,Alfuzosin,7
Ergotamine,Alfuzosin,42
Escitalopram,Alfuzosin,6
Ethosuximide,Alfuzosin,28
Felodipine,Alfuzosin,7
Flecainide,Alfuzosin,6
Flunarizine,Alfuzosin,28
Flupentixol,Alfuzosin,6
Formoterol,Alfuzosin,42
Fosphenytoin,Alfuzosin,8
Gabapentin,Alfuzosin,28
Granisetron,Alfuzosin,6
Guanabenz,Alfuzosin,7
Guanethidine,Alfuzosin,7
Guanfacine,Alfuzosin,7
Haloperidol,Alfuzosin,6
Hydralazine,Alfuzosin,7
Iloperidone,Alfuzosin,6
Imatinib,Alfuzosin,0
Indapamide,Alfuzosin,7
Irbesartan,Alfuzosin,7
Isavuconazole,Alfuzosin,2
Isoflurophate,Alfuzosin,2
Isoprenaline,Alfuzosin,42
Itraconazole,Alfuzosin,2
Ivacaftor,Alfuzosin,2
Ketoconazole,Alfuzosin,2
Labetalol,Alfuzosin,7
Lamotrigine,Alfuzosin,28
Lenvatinib,Alfuzosin,6
Lercanidipine,Alfuzosin,7
Levofloxacin,Alfuzosin,6
Linagliptin,Alfuzosin,2
Loperamide,Alfuzosin,28
Lorpiprazole,Alfuzosin,2
Losartan,Alfuzosin,7
Lumacaftor,Alfuzosin,8
Macitentan,Alfuzosin,7
Methsuximide,Alfuzosin,28
Methyldopa,Alfuzosin,7
Mifepristone,Alfuzosin,2
Mirabegron,Alfuzosin,42
Mitotane,Alfuzosin,3
Nebivolol,Alfuzosin,7
Nefazodone,Alfuzosin,2
Netupitant,Alfuzosin,2
Nicardipine,Alfuzosin,7
Amphetamine,Alimemazine,21
Betaxolol,Alimemazine,7
Citalopram,Alimemazine,1
Codeine,Alimemazine,7
Doxycycline,Alimemazine,2
Fluoxetine,Alimemazine,1
Fluvoxamine,Alimemazine,1
Hydromorphone,Alimemazine,7
Mefloquine,Alimemazine,2
Methadone,Alimemazine,7
Metoprolol,Alimemazine,7
Morphine,Alimemazine,7
Amlodipine,Aliskiren,7
Amphetamine,Aliskiren,7
Atomoxetine,Aliskiren,0
Bendroflumethiazide,Aliskiren,7
Betaxolol,Aliskiren,7
Bortezomib,Aliskiren,0
Brimonidine,Aliskiren,25
Bupivacaine,Aliskiren,1
Celecoxib,Aliskiren,9
Chlorpromazine,Aliskiren,1
Clemastine,Aliskiren,0
Clotrimazole,Aliskiren,0
Clozapine,Aliskiren,1
Cyclosporine,Aliskiren,2
Dihydroergotamine,Aliskiren,0
Diltiazem,Aliskiren,0
Doxycycline,Aliskiren,0
Duloxetine,Aliskiren,17
Erythromycin,Aliskiren,0
Fluvoxamine,Aliskiren,0
Imipramine,Aliskiren,1
Indomethacin,Aliskiren,9
Isradipine,Aliskiren,0
Lovastatin,Aliskiren,0
Masoprocol,Aliskiren,9
Methylphenidate,Aliskiren,9
Metoprolol,Aliskiren,7
Morphine,Aliskiren,1
Nabilone,Aliskiren,1
Nabumetone,Aliskiren,9
Diethylstilbestrol,Alitretinoin,4
Digoxin,Alitretinoin,18
Doxycycline,Alitretinoin,1
Etonogestrel,Alitretinoin,4
Levonorgestrel,Alitretinoin,4
Aminophylline,Allopurinol,2
Azathioprine,Allopurinol,12
Allopurinol,Benazepril,60
Allopurinol,Bumetanide,1
Allopurinol,Captopril,60
Allopurinol,Carbamazepine,2
Allopurinol,Chlorpropamide,2
Allopurinol,Cyclophosphamide,1
Allopurinol,Enalapril,60
Allopurinol,Etacrynicacid,1
Allopurinol,Furosemide,1
Allopurinol,Indapamide,60
Allopurinol,Mercaptopurine,2
Allylestrenol,Argatroban,4
Allylestrenol,Atomoxetine,0
Allylestrenol,Bortezomib,0
Allylestrenol,Clemastine,0
Allylestrenol,Clotrimazole,0
Allylestrenol,Cyclosporine,0
Allylestrenol,Dicoumarol,4
Allylestrenol,Dihydroergotamine,0
Allylestrenol,Diltiazem,0
Allylestrenol,Doxycycline,0
Allylestrenol,Erythromycin,0
Allylestrenol,Fluvoxamine,0
Allylestrenol,Isradipine,0
Allylestrenol,Lovastatin,0
Almotriptan,Amitriptyline,1
Almotriptan,Amphetamine,2
Almotriptan,Atomoxetine,0
Almotriptan,Azithromycin,0
Almotriptan,Betaxolol,0
Almotriptan,Bortezomib,0
Almotriptan,Cabergoline,33
Almotriptan,Caffeine,0
Almotriptan,Celecoxib,0
Almotriptan,Chloramphenicol,0
Almotriptan,Chlorpromazine,0
Almotriptan,Cholecalciferol,0
Almotriptan,Citalopram,1
Almotriptan,Clemastine,0
